id,category,question,answer,contexts,faithfulness,answer_relevancy
222,Sensory & Physical,What are the benefits of 'Weighted Blankets' or lap pads?,"Staff may consider using Weighted Blankets or lap pads as a tool to provide deep pressure stimulation (DPS) for pupils who experience anxiety, stress, or sensory difficulties. The benefits of DPS can include reduced anxiety and stress levels, improved sleep quality, and increased focus and calmness in the classroom. However, it is essential to consult with occupational therapists before introducing any new sensory tools to ensure they meet individual pupil needs.","[""minimise background noise with sound-absorbing materials such as carpeting, wallpaper,\ncurtains, or soft-furnishings. Teachers can also ensure that their faces can be seen when\nspeaking and giving instructions.\nAttending to the 'three Cs' can support environmental access and inclusion of learners\nwith physical and sensory needs: limiting visual clutter, reducing cacophony, and\nprioritising comfort. Minimising visual and auditory stimuli can help to reduce\noverstimulation, helping to improve attention and concentration. Prioritising physical\ncomfort such as ambient lighting, temperature, or seating can also help children and\nyoung people maintain focus and improve physical wellbeing (Barrett et al., 2015; Zihl &\nDutton, 2015).\nTargeted support\nIn this section, we review several findings that address targeted support techniques for\nchildren and young people with sensory and/or physical needs. Although many of these\n\npositive impact on cognitive, motor, and academic outcomes in children with learning\ndisorders. However, more rigorous research is necessary to strengthen the evidence\nbase and clarify the role of PM interventions in mental health.\nCarroll et al. (2017) summarised evidence from four studies that had investigated the\nbenefits of physical activity on attention and behaviour. They found that there was\nevidence that regular aerobic activity can be effective in reducing poor attention and\nbehavioural difficulties when used alongside other interventions (which were not specified\nin the original study). However, the use of fiddle toys or exercise balls as seating did not\nhave strong evidence.\nSupport and intervention summary\nChildren and young people with cognition and learning needs often face challenges in\nareas of maths, numeracy, reading, spelling, and writing. These difficulties are\ncompounded by challenges in cognitive processes and executive functions. Research\n\nprogrammes. As such, these interventions are likely best suited for specialist 'tier 3'\nprovision, where intensive, individualised support is required.\nMindfulness training has been shown to improve mental health outcomes, such as stress,\ndepression, and anxiety in children and young people (Kallapiran et al., 2015). While it\nmay also help with attention and on-task behaviour, the evidence for these effects is\nweaker. Another rapid evidence assessment (Carroll et al., 2017) found that mindfulness\ntraining may lead to small benefits for attention and on-task behaviour but there was no\nevidence of impact on academic performance or behaviour. Additionally, the number of\nsessions needed varied. However, caution should be taken when using this tool as\nstudies have found that mindfulness training can sometimes lead to worse outcomes in\nhyperactivity/inattention and emotional problems (e.g., Kuyken et al., 2022). For example,""]",0.6,0.0
223,Sensory & Physical,How can I adapt a 'Music Lesson' for a student with a physical disability?,"Staff may consider using assistive technology such as adaptive instruments or software that allows students to create music through alternative means. The school can also provide a safe and accessible space for the student to participate in the lesson, which may involve rearranging equipment or seating arrangements. Additionally, staff may need to modify the physical demands of the lesson, such as reducing movement or providing regular breaks.","[""Physical and social environmental adaptations, specialist equipment, and support from\nphysiotherapists, occupational therapists, speech and language therapists, teaching\nassistants, and early years practitioners can play a key role in promoting access to\nlearning and helping students with sensory and/or physical needs reach their learning\npotential. Early intervention and inclusive practices are particularly important in\nsupporting positive educational outcomes. However, there is no one-size-fits-all approach\nto inclusion and accessibility. Each setting and individual student will vary and thus it is\nimportant to understand the specific barriers and address them (Opie et al., 2017).\nThere are numerous changes or adaptation that schools can consider to make their\nsettings more inclusive. Settings can ensure level access to spaces in the school (e.g.,\nby installing ramps or lifts, and widening doorways). Similarly, the layout of the physical\n\npupils with the same disability might need different adjustments to\novercome the disadvantage. It is important not to make assumptions about\na disabled pupil's needs, because this may lead a school to provide a\ncompletely ineffective adjustment.\n99\nTechnical guidance for schools in England\nExample:\nA school admits a disabled pupil who is deaf and decides, without consulting\nthe pupil, to install an induction loop in all teaching rooms - but the pupil does\nnot use a hearing aid and so is unable to benefit from the induction loop. The\npupil reads lips and so a reasonable adjustment would have been to tell all\nstaff to ensure that they face the pupil when speaking to him.\n6.37 It is unlikely to be reasonable for a school to have to make an adjustment\ninvolving little benefit in reducing the disadvantage experienced by the\ndisabled pupil, even if the pupil requests this. If this is the only possibility,\nhowever, of avoiding the disadvantage and there is a prospect of it having\n\ndisabled pupils undoubtedly include the use of some auxiliary aids, such as\ncoloured overlays for dyslexic pupils, pen grips, adapted PE equipment,\nadapted keyboards and computer software.\n6.8 The duty to make reasonable adjustments requires a school to take positive\nsteps to ensure that disabled pupils can fully participate in the education\nprovided by the school, and that they can enjoy the other benefits, facilities\nand services that the school provides for pupils.\n6.9 Many reasonable adjustments are inexpensive and will often involve a\nchange in practice rather than the provision of expensive pieces of\nequipment or additional staff.\n6.10 A school's duty to make reasonable adjustments is an anticipatory one\nowed to disabled pupils generally, and therefore schools need to think in\nadvance about what disabled pupils might require and what adjustments\nmight need to be made for them.\nTo whom does the duty apply?""]",1.0,0.6069668271981737
224,Sensory & Physical,What is the impact of 'Classroom Layout' on students with mobility aids?,"The classroom layout can significantly impact students with mobility aids, as it may affect their ability to navigate and access learning materials. Staff should consider providing a clear path for wheelchair users, positioning equipment at accessible heights, and ensuring that there is sufficient space for students with mobility aids to move around safely. This may involve adapting the physical environment or using assistive technology to facilitate access.","[""classroom layout. Introducing motivational posters on the classroom walls prompted\ndiscussions with the students about how to deal with different situations. Adding personal\ntouches to the classroom also encouraged informal discussions, which further improved\nthe relationship between the teacher and the class.\nI think the changes made to the classroom have helped students build a\nrapport with me faster, as well as feel more comfortable around me. This\nhas made my provision much more effective. Diarist - Teacher,\nSecondary setting\nIn a further example, a support staff member in a primary setting implemented the\nPACE⁴⁶ approach following USS training, to support a student's more positive\ninteractions with adults. This approach provided a framework that enabled the support\nstaff member to acknowledge and validate the student's emotions. The student\nsubsequently became less anxious and was able to remain at school for the whole day,\nwhich they had previously been unable to do.\n\nby installing ramps or lifts, and widening doorways). Similarly, the layout of the physical\nenvironment in a setting can be arranged to allow independent movement with clear\npathways. Small changes (like where a child sits, or how they transition between lessons)\ncan enhance accessibility and inclusion.\nChildren with hearing impairment may find it difficult to focus on tasks in a noisy\nenvironment (Greenaway et al., 2022). For example, research into secondary pupils'\nimpressions of their school's acoustic environment found that noisiest spaces were\nsports halls, assembly halls, corridors and dining rooms. Pupils with additional learning\n30\nneeds (e.g., hearing impairment or receiving learning support) reported being significantly\nmore affected by poor school acoustics, school location and build (Connolly et al., 2013).\nTherefore, settings may consider reducing excess noise and sounds. Educators can\nminimise background noise with sound-absorbing materials such as carpeting, wallpaper,\n\nPhysical and social environmental adaptations, specialist equipment, and support from\nphysiotherapists, occupational therapists, speech and language therapists, teaching\nassistants, and early years practitioners can play a key role in promoting access to\nlearning and helping students with sensory and/or physical needs reach their learning\npotential. Early intervention and inclusive practices are particularly important in\nsupporting positive educational outcomes. However, there is no one-size-fits-all approach\nto inclusion and accessibility. Each setting and individual student will vary and thus it is\nimportant to understand the specific barriers and address them (Opie et al., 2017).\nThere are numerous changes or adaptation that schools can consider to make their\nsettings more inclusive. Settings can ensure level access to spaces in the school (e.g.,\nby installing ramps or lifts, and widening doorways). Similarly, the layout of the physical""]",,0.0
225,Sensory & Physical,How do I support a child with 'Sensory Seeking' behaviors?,"When supporting a child with 'Sensory Seeking' behaviors, staff may provide opportunities for physical activity and movement throughout the day, such as regular breaks to run or engage in outdoor play. The school can also offer sensory-rich activities, like art projects that involve texture and color, music sessions, or access to a trampoline or ball pit. It's essential to consult with the child's SENCo and parents to understand their specific needs and develop a tailored plan for supporting them.","[""Many behaviour assessments are outdated as our understanding of autism and\nhow to support needs of autistic children have changed\nThe Strengths and Difficulties Questionnaire (SDQ) is an evidence-based tool\nused for initial screening and can guide assessment\nOngoing monitoring of progress is important\nSensory processing assessment\nSensory processing refers to the way individuals perceive, interpret, and respond to\nsensory input (e.g., sights, sounds, textures, smells, tastes, and movement). Autistic\nindividuals often experience atypical sensory processing, which can include hyper-\nresponsiveness (e.g., distress from loud noises), hypo-responsiveness (e.g., lack of\nreaction to pain), or sensory-seeking behaviours (e.g., fascination with spinning objects),\naffecting attention, behaviour, and participation in daily activities (Ben-Sasson et al.,\n2009; Tavassoli et al., 2014).\nYeung and Thomacos (2020) conducted a scoping review to identify tools to measure\n\nthat work for them should also be a key consideration moving forward.\n44\nConclusions\nThis review aimed to identify effective methods for the identification and support of\nchildren and young people with sensory and/or physical needs in mainstream education\nwhile highlighting where collaborative practice is essential. These needs included vision\nimpairment, hearing impairment, multi-sensory impairment (MSI), and physical disabilities\naffecting fine or gross motor skills. While such needs are well recognised in the SEND\nCode of Practice, our review found that the research on identification and support are still\npredominantly grounded in medical and clinical models. Children and young people with\nthese needs often rely on specialist assessments and equipment to access the school\nenvironment, and teachers may lack the tools or training to identify difficulties early or\nassess how they affect learning and participation.\n\nminimise background noise with sound-absorbing materials such as carpeting, wallpaper,\ncurtains, or soft-furnishings. Teachers can also ensure that their faces can be seen when\nspeaking and giving instructions.\nAttending to the 'three Cs' can support environmental access and inclusion of learners\nwith physical and sensory needs: limiting visual clutter, reducing cacophony, and\nprioritising comfort. Minimising visual and auditory stimuli can help to reduce\noverstimulation, helping to improve attention and concentration. Prioritising physical\ncomfort such as ambient lighting, temperature, or seating can also help children and\nyoung people maintain focus and improve physical wellbeing (Barrett et al., 2015; Zihl &\nDutton, 2015).\nTargeted support\nIn this section, we review several findings that address targeted support techniques for\nchildren and young people with sensory and/or physical needs. Although many of these""]",,0.8931921139194019
226,Sensory & Physical,What are the best 'Non-Slip' resources for students with dyspraxia?,"Staff may consider using textured mats or rugs in areas where students with dyspraxia are likely to be standing still for short periods, such as near sinks or toilets. Additionally, providing non-slip stickers or tape on floors can help reduce slipping hazards and provide extra support for students who struggle with balance and coordination. It's essential to note that these resources should be used in conjunction with other strategies to support students with dyspraxia, rather than relying solely on physical adaptations.","[""support of dyspraxia in our Sensory and/or Physical Needs Report. Dysgraphia, or\ndifficulties in writing, has also been proposed as an SpLD. However, the benefit of\ndysgraphia as an additional category has been debated, and research shows that there\nis an extremely high rate of co-occurrence between dyslexia and writing difficulties\n(Döhla, Willmes, & Heim, 2018). Therefore, this current REA will not address dysgraphia\nas a separate category but considers writing difficulties within the wider discussion of\nidentification and support strategies.\nDyslexia is defined as a set of processing difficulties that affect the acquisition of reading\nand spelling and affects between 5-10% of the population (Carroll et al., 2025). Dyslexia\nhas significant heritability (Snowling & Melby-Lervåg, 2016) and difficulties associated\nwith dyslexia may persist into adulthood (Maughan et al., 2009). The most common\n\n2017). Predictable routines, accessible resources, and well organised learning spaces\nsupport focus and reduce anxiety. Visual supports such as word walls, visual timetables,\nand learning goals help students anticipate tasks and maintain engagement. For students\n41\nwith sensory processing differences, such as those with autism, ADHD, or hearing loss,\nclassrooms can often be noisy and overstimulating, making it difficult to concentrate or\nself-regulate (Mansfield and Soni, 2024; Todorov et al., 2022). Simple environmental\nmodifications, including soft furnishings, acoustic adjustments, and reduction of visual\nclutter, can significantly improve learning conditions (Archbold, 2010; Swanwick and\nMarschark, 2010).\nThe MATCH framework (Missiuna, 2004) offers a useful guide for inclusive adaptations:\nmodifying the task, altering expectations, teaching specific strategies, changing the\nenvironment, and helping through understanding. These principles reinforce the\n\nS. E. (2005) 'Are Specific Language Impairment and\nfiles/Publications/Teaching Assistants/TA Health\nDyslexia Distinct Disorders?', Journal of Speech,\nCheck.pdf\nLanguage, and Hearing Research, 48, pp. 1378-96; 57.\nAdlof, S. M. and Hogan, T.P. (2018) Understanding\n62. EEF (2018) 'Teaching and Learning Toolkit: One to one\nDyslexia in the Context of Developmental Language\ntuition' and 'Teaching and Learning Toolkit: Small Group\nDisorders', Language, Speech and Hearing Services\nTuition', London: Education Endowment Foundation.\nin Schools, 49 (4), pp. 762-73. Pea, R. D. (2004) 'The\nSocial and Technological Dimensions of Scaffolding and\n63. Slavin, R. E., Lake, C., Davis, S. and Madden, N. A.\nRelated Theoretical Concepts for Learning, Education,\n(2011) 'Effective Programs for Struggling Readers:\nand Human Activity', Journal of the Learning Sciences,\nA Best-Evidence Synthesis', Educational Research\n13, pp. 423-51;\nReview, 6 (1), pp. 1-26; Brooks, B. (2016) 'What Works""]",1.0,0.7363399399777074
227,Sensory & Physical,How can I adapt 'Examination Rooms' for students with sensory needs?,"To adapt examination rooms for students with sensory needs, staff may consider providing a quiet or designated area for students who experience anxiety or overstimulation during exams. This can include reducing background noise levels, using calming lighting, and minimizing distractions such as clocks or windows. However, it's essential to note that any adaptations should be discussed with the student and their parents/carers in advance to ensure they meet the individual's specific needs.","['with sensory and/or physical needs, the current evidence base remains limited. There is\na clear need for larger-scale studies using randomised controlled trials to strengthen our\nunderstanding of what works. Nevertheless, this review identified several promising\ntechniques.\nEnvironmental adaptations such as level access, reduced noise, and minimised visual\nclutter support engagement and comfort for learners with sensory and/or physical needs.\nThe importance of early intervention, setting-specific adjustments, and collaboration with\ntherapists and specialists was underscored. Teachers can play a key role in reducing\nvisual or auditory overstimulation and managing transitions through simple, low-cost\nadaptations that prioritise comfort and clarity in the learning environment.\nAssistive technology was shown to offer promise, particularly for students with vision\nimpairments, but the quality of evidence was mixed. While some studies showed benefits\n\nPhysical and social environmental adaptations, specialist equipment, and support from\nphysiotherapists, occupational therapists, speech and language therapists, teaching\nassistants, and early years practitioners can play a key role in promoting access to\nlearning and helping students with sensory and/or physical needs reach their learning\npotential. Early intervention and inclusive practices are particularly important in\nsupporting positive educational outcomes. However, there is no one-size-fits-all approach\nto inclusion and accessibility. Each setting and individual student will vary and thus it is\nimportant to understand the specific barriers and address them (Opie et al., 2017).\nThere are numerous changes or adaptation that schools can consider to make their\nsettings more inclusive. Settings can ensure level access to spaces in the school (e.g.,\nby installing ramps or lifts, and widening doorways). Similarly, the layout of the physical\n\nThese children and young people may have difficulties accessing the standard\neducational facilities typically available in schools such as classrooms, playgrounds,\nlibraries, and other shared spaces. Those with sensory and/or physical needs may\nrequire additional support, adaptations, or specialised equipment to use these facilities\neffectively.\nSensory and/or physical needs can be age related and may fluctuate over time. Many\nchildren and young people with vision impairment (VI), hearing impairment (HI) or a multi-\nsensory impairment (MSI) will require specialist support and/or equipment to access their\nlearning, or habilitation support. Although some children with sensory and/or physical\nneeds may also have sensory processing difficulties, given they are commonly\nassociated with autism, sensory processing difficulties ¹will be addressed in the rapid\nevidence review on identifying and supporting the needs of autistic children and young']",1.0,0.8671844018581858
228,Sensory & Physical,What is the role of 'Braille' in a modern digital classroom?,"The primary role of Braille in a modern digital classroom is to provide an accessible format for pupils who are blind or have low vision to engage with written materials. Staff may consider using Braille as a supplement to digital texts, particularly for pupils who require tactile feedback and can benefit from the multi-sensory experience it provides. However, it's essential to note that not all pupils who use Braille will need it in every lesson, so staff should work closely with SENCo and pupils to determine when Braille is most beneficial.","['software and voice command software. It is important to note here that a common\nmisconception is that all people with vision impairment/blindness use Braille. Braille is a\ntactile phonetic alphabet system that can be useful for some children with vision\nimpairments however, only a small percentage (around 4% to 7%) of school-aged\nchildren with vision impairments in the UK use Braille (RNIB, 2020). Assistive\ntechnologies such as screen reading software can be helpful in supporting children and\nyoung people with vision impairments and with multisensory impairments.\nComputer-assisted instruction is a teaching method using computers and software to\ndeliver instruction. Examples include: educational software, digital learning modules,\n31\nonline tutorials, and interactive simulations. Findings from two systematic reviews (Tuttle\n& Carter, 2022; 2023) focused on computer-assisted instruction (CAI) for students with\n\nliteracy education. They concluded that clear standards are needed to ensure that the\nevaluation of assistive technologies is consistent across researchers and clinicians,\nultimately supporting better outcomes. Technologies designed to support braille literacy\nfor children and young people should offer real-time auditory and tactile feedback,\npromote independent learning and editing, and be user-friendly, motivating, and\nengaging to encourage regular use and meaningful learning experiences.\nA review (Bell & Foiret, 2020) on assistive technology (AT) for students in secondary\nschool or university (age not reported) with hearing impairments examined the impact of\nAT in educational settings. Findings highlighted the effectiveness of technologies such as\nC-Print (real-time transcription) and real-time captioning in mainstream education.\nSpeech-to-text technologies (e.g., such as C-Print (real-time transcription) and real-time\n\nstudents might use a shared Google Doc to collaborate on writing, provide peer feedback\nusing comment functions, and revise their work in real time. This level promotes more\ninteractive and collaborative learning, moving beyond individual engagement. However,\nthe authors of the review did not note whether these tools resulted in better outcomes\ncompared to typical maths delivery.\n1. The Math in the Dark project, developed by McDermott-Wells (2015), aimed to\nimprove real-time communication in mathematics learning for students with vision\nimpairments. It combines two key tools: a Nemeth Braille editor, which supports\nthe specialised Braille code used for mathematical notation, and a real-time instant\nmessaging system. By integrating a translator that converted between Nemeth\nBraille and MathML (Mathematics Markup Language), this tool enables students to\nengage in mathematical conversations with their sighted peers and teachers\nthrough instant messaging.']",,0.9489743742448166
229,Sensory & Physical,How do I support a student who uses a 'Standing Desk'?,"Staff may consider providing a similar adjustable desk or workstation for students who prefer to stand while working. This can be achieved by consulting with the SENCo and considering the student's specific needs and preferences. It is essential to ensure that any alternative arrangements do not compromise the student's access to resources, equipment, or teaching.","[""Seating should allow student to rest both feet flat on the floor - check chair\nheights\nDesk should be at elbow height - sloping desk provided if possible\nPositioned so student is able to view the teacher directly without turning the body\n- close enough to see and hear instructions\nSeated where there are minimal distractions e.g. away from windows and doors\nEncourage oral presentations as an alternative to some written work\nLined paper with spaces sufficiently wide to accommodate student's handwriting\nMark starting point for each line with a green dot\nAttach paper to desk with masking tape to avoid having to hold with one hand and\nwrite with the other\nBreak down activities into small chunks with praise for completing each part\nEnsure range of different pen/pencil grips is available\nReinforce verbal instructions by repeating several times, give no more than one or\ntwo instructions at a time and ask the student to explain what is required to check\nunderstanding\n\nKeep hands away from mouth\nKey words on board to focus introduction and conclusion\nDivide listening time into short (ish) chunks\nUse visual symbols to support understanding\nPossible interventions (additional to/different from)\nComments\nDate\nEquipment and resources as recommended by the Sensory Support Team or\nAudiologist\nA language programme such as 'Talking Partners' may support language\ndevelopment for a student with a hearing impairment by offering a quiet, small\ngroup forum\nTargeted Education Support Service\nJanuary 2016\n12\nArea of Need: Sensory Needs\nStudent Name:\nD.o.b.:\nQuality First Teaching - Co-ordination\nComments\nDate\nConsider organisation of classroom to allow free movement\nAllow the student plenty of space to work - where space allows, could he/she be\nplaced next to a 'free' desk?\nEnsure that left and right handed students are not sitting next to each other with\nwriting hands adjacent\nSeating should allow student to rest both feet flat on the floor - check chair\nheights\n\nfrom those working with the student and from any screening test or assessment the\ncollege has carried out. This information should be discussed with the student. The\nstudent should be offered support at this meeting and might be accompanied by a\nparent, advocate or other supporter. This discussion may identify the need for a\nmore specialist assessment from within the college or beyond.\nPlanning the right support\n7.16 Where the college decides a student needs SEN support, the college should discuss\nwith the student their ambitions, the nature of the support to be put in place, the\nexpected impact on progress and a date for reviewing the support. Plans should be\ndeveloped with the student. The support and intervention provided should be\nselected to meet the student's aspirations, and should be based on reliable evidence\nof effectiveness and provided by practitioners with the relevant skills and knowledge.\n7.17 Special educational support might include, for example:\nassistive technology""]",1.0,0.0
230,Sensory & Physical,What are the signs of 'Vestibular' difficulties in the classroom?,"Staff may notice pupils with vestibular difficulties exhibiting symptoms such as dizziness or lightheadedness when changing direction quickly, difficulty with balance and coordination, and visual blurring or sensitivity to movement. They may also appear unsteady on their feet, have trouble tracking moving objects, or exhibit avoidance of activities that involve spinning or rapid changes in direction. It is essential to note that these symptoms can be subtle and may not always be immediately apparent.","['difficulties within a holistic framework.\n22\nFirst, teachers, early years practitioners, and SENCos should have a foundational\nunderstanding of SEND and underlying difficulties that might be driving the behaviours\nthat are presenting in the classroom. For example, a child who frequently calls out,\nleaves their seat, or avoids tasks may be interpreted as oppositional or inattentive,\nhowever, these may be signs that there are underlying needs to be addressed. The child\nmay struggle to hold and process verbal instructions, struggle to read and complete\nworksheets or participate in activities which may lead to frustration, disengagement, or\nlack of motivation. Addressing underlying cognitive difficulties through visual supports,\nsimplified instructions, and breaking tasks into manageable steps may reduce these\nbehaviours and support more positive engagement. One systematic review identified in\nour REA found that noticing these early concerns were dependant on knowledge of child\n\nattention, impulse control, and behavioural regulation that disrupt classroom routines and\nsocial relationships, while those with anxiety may quietly disengage or avoid school\naltogether. Children who experience externalising and/or internalising difficulties\nfrequently struggle to access and participate fully in learning without timely and\nappropriate support.\n9\nAims\nThe goal of this review is to synthesise evidence-based strategies in the identification,\nsupport, and collaborative practices available to mainstream teachers in supporting\nchildren and young people with SEMH difficulties. Our research questions are as follows.\nIdentification:\nWhich formal and informal methods and measurement tools are available to\npractitioners to identify SEMH needs within diverse classroom settings?\nFor which ages or age ranges can these tools be used?\nWhat are the performance parameters of these measurement tools (e.g.,\nreliability/validity/specificity)?\n\nThese children and young people may have difficulties accessing the standard\neducational facilities typically available in schools such as classrooms, playgrounds,\nlibraries, and other shared spaces. Those with sensory and/or physical needs may\nrequire additional support, adaptations, or specialised equipment to use these facilities\neffectively.\nSensory and/or physical needs can be age related and may fluctuate over time. Many\nchildren and young people with vision impairment (VI), hearing impairment (HI) or a multi-\nsensory impairment (MSI) will require specialist support and/or equipment to access their\nlearning, or habilitation support. Although some children with sensory and/or physical\nneeds may also have sensory processing difficulties, given they are commonly\nassociated with autism, sensory processing difficulties ¹will be addressed in the rapid\nevidence review on identifying and supporting the needs of autistic children and young']",1.0,0.7480078103415617
231,Sensory & Physical,How can I use 'High-Contrast' materials for a student with low vision?,"Staff may use High-Contrast materials to support students with low vision by providing written texts and visual aids in formats that clearly distinguish between background and foreground. This can include using black ink on a yellow or orange background for reading, or using large print with clear headings and bullet points. It is essential to consult with the student's visual impairment specialist teacher (VIPT) to determine the most effective High-Contrast materials for each individual pupil.","['personalised support to benefit fully from them.\n3. The Tactile Graphics with Voice (TGV) (Baker et al, 2014), is a system designed\nto support students with vision impairments, especially those who are not fluent in\nBraille. TGV combines raised tactile graphics with embedded audio prompts that\nstudents can access on demand, typically by touching specific areas of the\ngraphic. This allows learners to explore mathematical content such as charts,\nshapes, or graphs, using both touch and sound, creating a multisensory learning\nexperience. Research showed that for students who were not confident Braille\nreaders, TGV provided an efficient and accessible way to engage with maths\nmaterials, supporting greater independence and understanding.\nWith Modification, technology begins to change the nature of the task itself. For instance,\nstudents might use a shared Google Doc to collaborate on writing, provide peer feedback\n\nactivities\nEliminate inessential copying from the board\nWhere copying is required, ensure appropriate print size photocopy is available\nEnsure range of writing materials is available so that student can choose most\nappropriate to maximize vision\nAlways uses verbal explanations when demonstrating to the class. Read out\naloud as you write on the board\nAddress the student by name to get their attention\nAvoid standing in front of windows - your face becomes difficult to see\nAvoid the sharing of texts/monitors unless doing so is a priority for social reasons\ne.g. working together on a project.\nPossible interventions (additional to/different from)\nComments\nDate\nEquipment and resources as recommended by the Sensory Support Team or\nOphthalmologist\nEnlarged copies of texts - size determined by student and sensory support\nteam/ophthalmologist\nAccess to audio books and associated equipment\nTargeted Education Support Service\nJanuary 2016\n11\nArea of Need: Sensory Needs\nStudent Name:\nD.o.b.:\n\nto core curriculum content in more inclusive and creative ways.\n35\n2. High-resolution refreshable tactile devices, such as Tesla Touch, are emerging\ntechnologies designed to provide real-time tactile feedback, similar to how a\nscreen display changes visual information. These devices can present both textual\nand non-textual digital content through touch, making them particularly promising\nfor students with vision impairments. Rather than relying on static braille or simple\nvibrations, these tools create detailed, changing tactile sensations that allow users\nto explore information more dynamically, like feeling the shape of a graph or the\nlayout of a diagram. However, these technologies are not yet widely available in\nschools, and early research suggests that they require significant training to use\neffectively. Importantly, they are not one-size-fits-all, meaning students may need\npersonalised support to benefit fully from them.']",1.0,0.8358130412441476
232,Sensory & Physical,What are the best 'Speech-to-Text' apps for physical disabilities?,"Staff may consider using Dragon Anywhere or Apple's Dictation app as suitable options for pupils with physical disabilities who require speech-to-text support. These apps can be accessed on a range of devices and offer flexibility in terms of dictation speed and accuracy. However, it is essential to note that some features may require internet connectivity.","[""across children and young people with sensory and/or physical impairments and autistic\nchildren and young people. While assistive technologies can offer meaningful support for\npupils with SEND, their effectiveness depends on more than just access to the tools\nthemselves. Research indicates that misconceptions about assistive technologies can\nsometimes lead to unrealistic expectations of students' abilities. While these tools provide\nvaluable support, they often require ongoing adaptation and guidance to be truly effective\n(Vincenti et al., 2014; Webster et al., 2010). Effective use requires careful alignment with\nindividual needs, supported by tailored training and thoughtful classroom design (Hueske\net al., 2015; Barkley, 2014; McDougall et al., 2017). For example, text-to-speech software\nmay assist with decoding, but only if embedded within a structured learning environment\nthat scaffolds its use. Organising space intentionally, using consistent schedules, and\n\nchildren and young people with sensory and/or physical needs. Although many of these\napproaches are targeted to the individual needs of the students, we have specified where\nsome approaches can also be implemented in universally.\nAssistive technology\nAssistive technologies are tools or devices that aim to remove barriers to learning for\nstudents with different types of SEND. This synthesis of seven studies identified in our\nrapid review highlights key findings on assistive technology (AT) and evidence-based\ninterventions for students with physical, hearing, and vision impairments. Examples of\nassistive technology include screen readers or screen magnifiers, braille displays, braille\nnotetakers (e.g., BrailleNote Touch), Electronic Magnifiers (i.e., devices for enlarging\nprinted text), audiobooks, Text-to-Speech (TTS) software, or Speech-to-Text (STT)\nsoftware and voice command software. It is important to note here that a common\n\nspeech and physical impairments\nProviding switch-activated or tactile reading materials for children with severe\nspeech and physical impairments\nUsing motor-based cues for internal speech for children with severe speech and\nphysical impairments\nEmbedding literacy instruction in meaningful group-based or naturalistic contexts\nfor children with severe speech and physical impairments\nDirect instruction for children with severe speech and physical impairments\nScaffolding for children with severe speech and physical impairments\n42\nSupport and intervention summary\nOur review identified a total of 18 systematic reviews dedicated to the support and\nintervention strategies that mainstream teachers can use to support sensory and/or\nphysical needs.\nWhile there are some evidence-based strategies to support children and young people\nwith sensory and/or physical needs, the current evidence base remains limited. There is""]",0.0,0.7994702635136042
233,Sensory & Physical,How do I manage the 'Charging' of medical or assistive devices in school?,"Staff may charge medical or assistive devices such as wheelchairs, hearing aids, and prosthetic limbs in a designated area with easy access to power points. The school can also provide a secure storage facility for these devices when not in use. It is essential to consult with the pupil's parents/carers to determine their preferred charging arrangements and any specific requirements for the device.","[""reflected within individual healthcare plans.\nWherever possible, children should be allowed to carry their own medicines and\nrelevant devices or should be able to access their medicines for self-medication\nquickly and easily. Children who can take their medicines themselves or manage\nprocedures may require an appropriate level of supervision. If it is not appropriate for\na child to self-manage, relevant staff should help to administer medicines and\nmanage procedures for them.\nIf a child refuses to take medicine or carry out a necessary procedure, staff should\nnot force them to do so, but follow the procedure agreed in the individual healthcare\nplan. Parents should be informed so that alternative options can be considered.\nManaging medicines on school premises\n21.\nThe governing body should ensure that the school's policy is clear about the\nprocedures to be followed for managing medicines.\n19\nFurther advice:\n\nchildren and young people with sensory and/or physical needs. Although many of these\napproaches are targeted to the individual needs of the students, we have specified where\nsome approaches can also be implemented in universally.\nAssistive technology\nAssistive technologies are tools or devices that aim to remove barriers to learning for\nstudents with different types of SEND. This synthesis of seven studies identified in our\nrapid review highlights key findings on assistive technology (AT) and evidence-based\ninterventions for students with physical, hearing, and vision impairments. Examples of\nassistive technology include screen readers or screen magnifiers, braille displays, braille\nnotetakers (e.g., BrailleNote Touch), Electronic Magnifiers (i.e., devices for enlarging\nprinted text), audiobooks, Text-to-Speech (TTS) software, or Speech-to-Text (STT)\nsoftware and voice command software. It is important to note here that a common\n\nacross children and young people with sensory and/or physical impairments and autistic\nchildren and young people. While assistive technologies can offer meaningful support for\npupils with SEND, their effectiveness depends on more than just access to the tools\nthemselves. Research indicates that misconceptions about assistive technologies can\nsometimes lead to unrealistic expectations of students' abilities. While these tools provide\nvaluable support, they often require ongoing adaptation and guidance to be truly effective\n(Vincenti et al., 2014; Webster et al., 2010). Effective use requires careful alignment with\nindividual needs, supported by tailored training and thoughtful classroom design (Hueske\net al., 2015; Barkley, 2014; McDougall et al., 2017). For example, text-to-speech software\nmay assist with decoding, but only if embedded within a structured learning environment\nthat scaffolds its use. Organising space intentionally, using consistent schedules, and""]",0.4,0.8573475446525983
